Frame,X Position [µm],Y Position [µm],Intensity,Fit Radius
1733,23.1712,15.53088,5436.4,1.1
1734,12.772,20.768,9806.8,1.1
1734,12.77872,22.6528,9129.2,1.1
1734,9.72896,24.616,7569.5,1.1
1734,7.2192,15.0872,9480.3,1.1
1735,19.8672,18.3152,6789.4,1.1
1735,12.8488,20.72,11118,1.1
1735,8.30336,21.0832,5676.3,1.1
1735,12.75312,22.664,9042,1.1
1735,14.57088,3.99408,4833.8,1.1
1736,16.5312,6.2248,10089,1.1
1736,12.09296,9.92176,6579.1,1.1
1736,20.4608,10.68816,6399.3,1.1
1736,16.0912,11.79984,7606.7,1.1
1736,7.65888,14.03136,8451.4,1.1
1736,8.72816,18.8496,7833.4,1.1
1736,16.568,6.21584,9775.4,1.1
1737,14.32784,12.06112,7480.4,1.1
1737,8.7792,14.00416,4947.4,1.1
1737,12.81776,20.7888,7160.5,1.1
1737,8.20576,21.192,9312.8,1.1
1737,12.77888,22.6768,7564.8,1.1
1737,4.93184,14.06864,7128.4,1.1
1738,7.33888,15.16224,6699.5,1.1
1738,19.8672,18.2208,6225.7,1.1
1738,11.15872,20.5296,5553.1,1.1
1738,8.1144,21.1232,7951.1,1.1
1738,8.86192,22.1952,7611.4,1.1
1738,12.82592,22.6576,6303.4,1.1
1738,16.1152,24.1936,8284.5,1.1
1738,3.53888,7.812,5551,1.1
1739,14.36704,11.96208,7451.4,1.1
1739,9.72512,14.09456,6922.5,1.1
1739,7.26064,15.0144,11203,1.1
1739,8.66928,18.928,8375.2,1.1
1739,17.5696,24.656,5720.8,1.1
1739,14.57344,3.76,6541.2,1.1
1740,10.10064,5.03008,7653,1.1
1740,14.27024,11.96768,7587.7,1.1
1740,17.1296,13.38864,7917.9,1.1
1740,8.1016,21.0896,7490.7,1.1
1740,8.83056,22.2368,7642.4,1.1
1740,12.58544,22.648,8776.1,1.1
1740,17.6176,24.728,5852.6,1.1
1740,22.8784,5.11984,4876.3,1.1
1741,5.09088,15.53296,9566.4,1.1
1741,12.62416,22.6272,7050.7,1.1
1741,10.83088,25.2464,7199.2,1.1
1741,16.832,25.7808,5307.8,1.1
1741,10.03584,5.01456,7677.6,1.1
1742,15.272,5.80656,5704.2,1.1
1742,1.207552,10.92944,5384.4,1.1
1742,8.65584,18.8256,8031.3,1.1
1742,6.1824,23.8208,5209.2,1.1
1742,5.19024,15.64848,10347,1.1
1743,6.03136,17.4848,6916.5,1.1
1743,14.18512,18.7184,6259,1.1
1743,8.56944,6.05056,6196.4,1.1
1744,14.27392,11.95392,10586,1.1
1744,7.32224,14.94704,8332.5,1.1
1744,8.93248,22.1584,10149,1.1
1744,18.8832,22.248,7869.1,1.1
1744,18.712,24.0048,7485.7,1.1
1744,17.7728,24.7008,6671.2,1.1
1744,0.903808,9.62512,5695.9,1.1
1745,6.37936,21.1536,5788.9,1.1
1745,8.7624,22.2352,6532.6,1.1
1745,12.6712,22.7024,11313,1.1
1745,20.28,10.76512,6307.5,1.1
1746,14.97424,15.1464,8278.1,1.1
1746,8.16032,21.104,7068.6,1.1
1746,12.64496,22.7504,9592.8,1.1
1746,10.94832,23.1696,6457.8,1.1
1746,7.5136,7.49936,6271.6,1.1
1747,15.092,14.99424,8979.7,1.1
1747,8.59408,17.4016,6069.7,1.1
1747,7.83248,18.1952,8221,1.1
1747,18.9424,20.76,6488.5,1.1
1747,12.74672,22.6752,8847.5,1.1
1747,13.28496,25.7872,6396.3,1.1
1747,11.99936,2.99104,9056.5,1.1
1748,4.99344,14.03312,7163.9,1.1
1748,20.9536,22.4528,5423.6,1.1
1748,13.13072,25.5984,5870.8,1.1
1748,22.4352,5.76672,5486.2,1.1
1749,20.2384,10.69968,8647.1,1.1
1749,23.4112,12.97792,4351.3,1.1
1749,15.05472,15.15632,11933,1.1
1749,5.19776,15.52208,8212,1.1
1749,7.74512,18.1536,7050.6,1.1
1749,19.0544,22.2592,8672.2,1.1
1750,16.9824,24.448,9016.6,1.1
1750,17.136,13.6616,8076.5,1.1
1751,8.6472,7.72224,8072.5,1.1
1752,11.26672,8.96352,7985.5,1.1
1752,6.34976,21.0416,7054.1,1.1
1752,12.64944,22.7216,6943.7,1.1
1752,13.40272,25.9456,6174.5,1.1
1752,1.111552,4.74304,3717.6,1.1
1753,5.19712,15.492,6193.2,1.1
1753,10.584,8.40272,11749,1.1
1754,17.8144,10.37856,7840,1.1
1754,20.2336,10.73408,7344.2,1.1
1754,13.8712,14.95648,6533.5,1.1
1754,19.6752,19.52,6478.5,1.1
1754,18.4848,22.3424,8458.9,1.1
1754,12.684,22.6416,7622.4,1.1
1754,9.65968,25.3152,8400.4,1.1
1754,10.57072,8.45104,9302.1,1.1
1755,17.7408,10.32096,6934.7,1.1
1755,12.54496,12.29328,8974.9,1.1
1755,18.1296,13.86608,9123.4,1.1
1755,5.14336,15.52368,10005,1.1
1755,5.48304,17.5184,7163.8,1.1
1755,8.6736,7.7296,7278.9,1.1
1756,10.61936,8.37824,8364.7,1.1
1756,9.71888,9.55168,5976.5,1.1
1756,17.8832,10.34544,8821.1,1.1
1756,14.3784,12.04112,13242,1.1
1756,12.52416,12.45136,11553,1.1
1756,6.36704,14.25104,6503.3,1.1
1756,12.1512,3.02544,5039.9,1.1
1757,17.44,17.8704,11135,1.1
1757,18.9504,22.2512,7473.5,1.1
1757,12.68016,22.6672,8742.9,1.1
1757,13.452,1.513552,6269.6,1.1
1758,12.7136,22.68,8379.8,1.1
1758,3.29968,2.74656,3679,1.1
1759,10.05888,4.91472,7009.7,1.1
1759,17.224,5.62512,4922.4,1.1
1759,10.65248,8.424,11352,1.1
1759,17.4128,17.9312,8493.9,1.1
1759,15.37456,23.416,7943.7,1.1
1759,5.09648,15.55232,5745.8,1.1
1760,11.55152,15.55216,10145,1.1
1760,7.46288,20.3088,5713.5,1.1
1760,10.59856,8.42112,10240,1.1
1761,20.216,10.65136,8586.1,1.1
1761,12.648,22.5536,8919.6,1.1
1761,10.10288,4.79632,9644.2,1.1
1762,9.63392,9.46864,6905.8,1.1
1762,10.05296,4.86368,8278.9,1.1
1763,20.0608,8.96192,6034.9,1.1
1763,8.63392,10.1096,6566.6,1.1
1763,14.3112,12.09376,8929.7,1.1
1763,5.26272,1.11032,4789.5,1.1
1764,10.05216,4.80512,5587,1.1
1764,17.8224,10.332,7801.3,1.1
1764,12.9144,20.5936,8249.2,1.1
1765,9.58672,25.3728,10092,1.1
1765,8.57824,9.964,9999.6,1.1
1766,14.23552,11.97184,10292,1.1
1766,5.14832,15.5496,7682.6,1.1
1766,7.38,20.312,7301.8,1.1
1766,12.95024,20.5808,8887.8,1.1
1766,12.63456,22.7328,9411.7,1.1
1766,12.9672,7.36816,6204.6,1.1
1767,10.63408,8.38592,7978.3,1.1
1767,12.95392,20.6144,10028,1.1
1767,12.61184,22.7168,7850,1.1
1767,20.3184,10.72912,6585.6,1.1
1768,14.24304,12.06624,6695,1.1
1768,6.07872,14.9696,7429.1,1.1
1768,6.58032,19.56,5871.9,1.1
1768,17.7872,24.8384,6953.6,1.1
1768,17.2608,28.6048,6651.1,1.1
1768,10.612,8.38448,7216.4,1.1
1769,8.53888,10.12224,6900.5,1.1
1769,5.22608,15.56192,8388.9,1.1
1769,3.01552,16.6784,5716.5,1.1
1769,12.62048,22.744,9794.3,1.1
1769,19.6512,23.16,6636.7,1.1
1769,10.62048,8.42416,10413,1.1
1770,20.2128,10.68592,6385.7,1.1
1770,10.73536,14.37776,9399.4,1.1
1770,4.9824,14.92624,5754.6,1.1
1770,5.136,15.62784,6536.2,1.1
1770,19.4912,19.3808,7322.9,1.1
1770,16.0016,19.5808,6527.1,1.1
1770,12.6904,22.7248,8097.3,1.1
1770,10.63264,8.39152,13194,1.1
1771,5.17504,15.57728,8154.9,1.1
1771,9.20672,16.576,8217,1.1
1771,12.56528,22.7952,9677.9,1.1
1771,17.7584,24.832,7762.7,1.1
1771,12.1168,2.90832,5307.5,1.1
1772,13.016,20.5296,10334,1.1
1772,20.976,21,6964.1,1.1
1772,12.67248,22.6992,10096,1.1
1772,17.9104,24.8944,7762.2,1.1
1772,5.38992,25.9216,5451.3,1.1
1772,19.2768,13.33312,8052.9,1.1
1773,12.99472,20.5216,9849,1.1
1773,11.20928,26.6832,6000.9,1.1
1773,13.33328,19.968,8151.2,1.1
1773,11.27392,2.19808,6358.2,1.1
1774,7.83136,8.07024,7453.8,1.1
1774,5.14112,15.63648,6912.3,1.1
1774,11.6624,25.552,6172.5,1.1
1774,5.7688,7.004,4961.6,1.1
1775,10.62544,8.31968,7710.7,1.1
1775,20.3184,10.656,7720.1,1.1
1775,10.672,26.1184,5963,1.1
1775,10.5888,8.41808,8315.6,1.1
1776,9.7088,9.4504,6398.2,1.1
1776,17.1232,13.47824,7287.6,1.1
1776,8.25504,14.52432,7689.4,1.1
1776,11.2136,22.872,6821.2,1.1
1776,5.16048,15.63328,6540.6,1.1
1777,15.51088,21.9696,7186.5,1.1
1777,11.23072,22.784,9700.1,1.1
1777,9.43248,4.65792,5519.2,1.1
1778,21.2336,6.49536,6018.1,1.1
1778,10.55104,8.448,7983.7,1.1
1778,5.10912,15.6272,10512,1.1
1778,13.0296,20.4928,8189.4,1.1
1778,11.53296,25.8128,6712.9,1.1
1778,3.4208,7.83712,6013.3,1.1
1779,18.5264,8.20528,8271,1.1
1779,10.5984,14.92912,5435.4,1.1
1779,13.0848,20.4976,8019,1.1
1779,20.9408,21.16,6838.2,1.1
1779,11.27408,22.8208,7903.1,1.1
1779,15.56416,24.8112,8219.1,1.1
1779,10.69232,26.0944,7954.4,1.1
1779,14.8824,4.22704,7662.1,1.1
1780,15.5712,23.4416,6970.3,1.1
1780,15.53856,24.7936,8040.8,1.1
1780,17.5872,24.8064,5868.5,1.1
1780,17.6656,10.52912,8336.6,1.1
1781,21.072,12.10304,4881,1.1
1781,10.76,14.45968,6009.3,1.1
1781,8.21232,14.51744,6495.3,1.1
1781,5.17568,15.48144,8402.4,1.1
1781,22.8208,6.5752,5752.9,1.1
1782,10.6488,8.44528,10553,1.1
1782,12.45472,9.79504,6689.8,1.1
1782,13.3576,11.35408,6089,1.1
1782,4.9928,14.05072,6804.7,1.1
1782,11.76096,14.3976,6904.8,1.1
1782,8.24832,14.51248,7202.2,1.1
1782,17.7792,24.752,7192.4,1.1
1782,11.58368,25.6336,7491.9,1.1
1782,10.67808,8.4792,10880,1.1
1783,12.99024,20.4592,11356,1.1
1783,14.18288,12.0432,5711.5,1.1
1784,18.6736,20.9408,6937.3,1.1
1784,17.7136,24.6688,8309.3,1.1
1784,15.4664,24.8592,13646,1.1
1784,15.99824,5.62464,6541,1.1
1785,20.3728,10.73952,6965.6,1.1
1785,9.71568,16.48,6978.1,1.1
1785,18.6624,20.9072,8795.6,1.1
1785,9.0272,8.13904,9425.9,1.1
1786,10.58784,8.38144,9875.5,1.1
1786,15.45408,24.8384,7807.9,1.1
1786,13.15728,7.0536,7891.6,1.1
1787,8.57376,10.08576,8009.7,1.1
1787,8.2176,14.47824,12463,1.1
1787,8.46672,15.64176,7826.4,1.1
1787,7.8288,18.3664,8054,1.1
1787,18.7984,20.8384,7527.6,1.1
1787,13.06992,23.6656,6065.2,1.1
1787,10.6504,8.456,11741,1.1
1788,8.18816,14.5352,9428.7,1.1
1788,7.11312,15.0344,6672.7,1.1
1788,18.768,20.9584,7676.8,1.1
1788,15.53984,24.8464,10587,1.1
1788,11.69104,25.656,9140.4,1.1
1788,13.16288,7.0816,7656.5,1.1
1789,10.67392,8.43488,7161.6,1.1
1789,20.3024,10.68096,7705.8,1.1
1789,17.1392,13.4016,6644.1,1.1
1789,8.0064,18.2096,7142.2,1.1
1789,13.14016,23.8224,6026.3,1.1
1789,10.76768,26.1216,8336.5,1.1
1789,14.51392,13.75632,5385.5,1.1
1790,8.23008,14.48512,11716,1.1
1790,18.7072,20.8912,6764.3,1.1
1790,15.57984,24.8288,10172,1.1
1790,8.45008,27.4464,5139.5,1.1
1790,10.64432,8.33696,7651.1,1.1
1791,20.3344,10.63216,9179.3,1.1
1791,14.72112,13.42272,8056.9,1.1
1791,8.16304,14.4832,7759.5,1.1
1791,9.08784,16.6064,8436.2,1.1
1791,18.72,20.9024,11373,1.1
1791,15.58592,24.8144,8861,1.1
1791,19.1312,20.1168,6103.4,1.1
1791,10.65184,8.39824,9642,1.1
1792,8.15824,14.45776,10734,1.1
1792,5.1048,15.56912,6581.1,1.1
1792,15.5432,24.7904,9002.6,1.1
1792,17.7168,24.7856,8549.7,1.1
1792,10.62656,8.3696,9754.9,1.1
1793,20.3216,10.6688,7831.4,1.1
1793,10.62528,15.07648,7698.5,1.1
1793,9.16672,16.6256,8225.4,1.1
1793,19.4736,21.8288,9455.3,1.1
1793,17.624,24.8368,8406.8,1.1
1793,12.83136,25.7008,7363.2,1.1
1793,16.5232,4.37888,6565.4,1.1
1794,17.296,6.54832,5528.4,1.1
1794,20.2736,10.61152,10109,1.1
1794,5.10848,15.57728,7483.5,1.1
1794,9.17056,16.6064,9445.6,1.1
1794,17.312,16.88,6337.2,1.1
1794,13.09136,23.7808,6353.4,1.1
1794,15.14608,6.02,6787.5,1.1
1795,16.3472,7.04512,6441.8,1.1
1795,12.31168,9.79616,6925.9,1.1
1795,20.32,10.63936,7529.1,1.1
1795,17.8032,11.0232,6761.8,1.1
1795,5.69136,12.90368,9640.7,1.1
1795,21.1872,21.2048,6061.9,1.1
1795,15.436,24.8608,8519.5,1.1
1795,17.7088,24.7856,7981.9,1.1
1795,10.56528,8.46688,7457.2,1.1
1796,20.3088,10.63376,8589.7,1.1
1796,4.95696,13.60064,7247,1.1
1796,11.95536,8.68352,6479.3,1.1
1797,20.9152,18.864,8153.3,1.1
1797,18.768,20.7328,6199.9,1.1
1797,15.45984,24.6992,9489.4,1.1
1797,17.9216,28.0832,4609.7,1.1
1797,10.6008,8.36752,10800,1.1
1798,20.3296,10.71712,8784,1.1
1798,14.24704,12.0904,8964,1.1
1798,16.6448,23.4096,8654.2,1.1
1798,15.50992,24.7168,9151.2,1.1
1798,12.2136,8.3184,5954.9,1.1
1799,14.17568,11.97312,8046.4,1.1
1799,4.72672,16.688,9236.7,1.1
1799,9.30608,16.6704,6439.2,1.1
1799,21.0336,18.888,9426.4,1.1
1799,12.82912,20.6208,7302.8,1.1
1799,10.48048,4.45232,6955.8,1.1
1800,20.352,10.72384,8800.7,1.1
1800,14.184,12.01952,7297.8,1.1
1800,9.28848,16.5968,6825.6,1.1
1800,4.80592,16.7408,6108,1.1
1800,21.0672,18.8656,6086.3,1.1
1800,10.3352,24.8384,7814.2,1.1
1800,14.21552,7.25712,9028.8,1.1
1801,18.6848,8.48112,4770.7,1.1
1801,20.3744,10.76704,8387,1.1
1801,14.30576,12.03536,7277.6,1.1
1801,9.24528,16.592,9896.8,1.1
1801,21.136,18.912,9670.3,1.1
1801,13.00912,23.872,7138.1,1.1
1801,17.7136,24.8432,9291.4,1.1
1801,9.34544,28.4608,5772.7,1.1
1801,14.2496,11.98544,12339,1.1
1802,4.98016,14.76032,8559.1,1.1
1802,10.00256,15.60512,6232.8,1.1
1802,4.79952,16.648,6471.7,1.1
1802,21.1968,19.0288,9527.6,1.1
1802,17.72,24.8464,8096.4,1.1
1802,7.42912,28.976,11268,1.1
1802,10.6856,8.46432,6703.3,1.1
1803,14.53856,9.40064,5891.1,1.1
1803,20.2704,10.6504,9227.5,1.1
1803,14.27984,12.01424,12661,1.1
1803,10.71296,14.35232,7848.4,1.1
1803,14.05968,20.152,6856,1.1
1803,6.77792,28.9184,7702.6,1.1
1803,9.2752,13.45248,7744,1.1
1804,20.0384,13.44544,6737.3,1.1
1804,19.4448,19.6912,7633.7,1.1
1804,4.99872,24.3744,5779.5,1.1
1804,6.57136,28.9808,10211,1.1
1804,20.2384,10.63696,7568.9,1.1
1805,14.30688,12.04224,9906,1.1
1805,9.1944,13.448,9061.4,1.1
1805,14.4,18.8432,9762.7,1.1
1805,18.8912,23.8656,4977,1.1
1805,8.9904,14.18608,5619.5,1.1
1806,13.13008,15.45664,6663.8,1.1
1806,4.8496,16.656,5872.7,1.1
1806,15.8704,18.4112,6688.7,1.1
1806,17.8048,24.872,9166.2,1.1
1806,6.97616,4.896,6940.4,1.1
1807,10.67968,8.37776,11864,1.1
1807,14.20048,12.08112,7548.3,1.1
1807,10.61184,14.18144,9875.9,1.1
1807,4.9432,16.7024,6409.2,1.1
1807,19.2848,19.6464,9396.9,1.1
1807,17.84,24.872,8400.9,1.1
1807,20.2656,10.72304,10030,1.1
1808,17.216,13.44976,7989.2,1.1
1808,10.692,14.30208,10085,1.1
1808,14.40688,18.7824,6820.8,1.1
1808,13.53856,25.9792,6148.5,1.1
1808,13.18752,6.97568,7414.6,1.1
1809,19.0944,7.37328,7308.9,1.1
1809,9.08352,8.372,6638.3,1.1
1809,10.67152,8.34896,7168.9,1.1
1809,20.1888,10.64112,6357.2,1.1
1809,22.1792,11.27312,5037.7,1.1
1809,14.25056,12.1144,10811,1.1
1809,10.71504,14.28768,7992.5,1.1
1809,18.9136,2.6864,4264.4,1.1
1810,9.76528,4.78864,5942.3,1.1
1810,20.2336,10.6016,7366.4,1.1
1810,10.61312,14.19728,9074.6,1.1
1810,10.60144,8.37952,6200.4,1.1
1811,20.1968,10.59136,8343.2,1.1
1811,18.2288,22.4032,6833.1,1.1
1811,13.14304,23.904,10829,1.1
1811,19.368,25.9616,5575.6,1.1
1811,10.04096,5.0576,5871.8,1.1
1812,8.224,13.12288,7729.7,1.1
1812,10.63392,14.27728,7561.3,1.1
1812,10.71888,8.33936,12704,1.1
1813,17.8592,10.4256,7731.6,1.1
1814,14.23696,12.01184,10829,1.1
1814,17.1664,13.4328,7671.3,1.1
1814,20.0368,13.40512,7695.6,1.1
1814,10.11568,22.8144,8198.3,1.1
1814,13.0288,23.8896,10642,1.1
1814,18.8768,23.8352,7428.9,1.1
1814,9.71392,9.48784,6848.1,1.1
1815,5.77456,12.94512,7347.2,1.1
1815,2.68912,19.3008,5390.1,1.1
1815,12.8528,26.616,7332.3,1.1
1815,20.0352,13.35072,8426.7,1.1
1816,10.66624,14.19776,8689.7,1.1
1816,13.10784,7.02784,5306.4,1.1
1817,10.7696,8.4544,10445,1.1
1817,17.1136,13.42112,8210.4,1.1
1817,10.7368,14.1816,7149.2,1.1
1817,14.3808,18.824,8665.7,1.1
1817,12.15632,27.9936,4176.6,1.1
1817,12.96624,23.8608,8387.7,1.1
1818,13.448,24.7856,6568.8,1.1
1818,20.9872,8.14608,5559,1.1
1819,7.98512,8.24608,6556.4,1.1
1819,6.98816,10.26944,4784.3,1.1
1819,17.152,13.44944,6687.4,1.1
1819,12.6328,14.73536,6438.7,1.1
1819,5.1384,15.50416,10443,1.1
1819,10.19984,23.7776,5648,1.1
1819,13.03344,26.6848,10150,1.1
1819,14.19776,12.09984,9732.5,1.1
1820,10.68304,14.24384,8580.1,1.1
1820,7.97024,18.3744,6589.3,1.1
1820,8.93888,21.5056,9321,1.1
1820,10.66352,8.36352,7263.7,1.1
1821,14.24112,11.99152,5773.8,1.1
1821,10.69008,14.26816,10714,1.1
1821,2.90176,14.55216,5641.1,1.1
1821,17.4976,17.912,8721,1.1
1821,2.48144,26.696,4683.8,1.1
1821,14.24512,12.10048,10831,1.1
1822,6.06736,15.29616,6313.6,1.1
1822,16.0832,15.5328,8725.4,1.1
1822,15.8184,18.3664,7247.9,1.1
1822,14.39072,18.7776,8290.7,1.1
1822,12.97808,23.8624,9560,1.1
1822,10.65696,8.43152,8888.9,1.1
1823,17.16,13.43376,8792.5,1.1
1823,16.5136,16.8672,6355.4,1.1
1823,5.93664,18.0736,5670.3,1.1
1823,6.89232,18.2128,6408.6,1.1
1823,19.6496,22.392,5645.9,1.1
1823,17.9232,24.7328,8387.6,1.1
1823,8.46416,27.5552,5913.2,1.1
1823,10.732,8.51488,8811.9,1.1
1824,12.9904,8.50608,6375.3,1.1
1824,19.7328,11.65408,5678.5,1.1
1824,10.064,22.8912,6834.9,1.1
1824,20.1392,10.51392,6955,1.1
1826,9.7488,15.97376,6946,1.1
1826,14.40256,18.8416,11547,1.1
1826,6.26064,20.7168,7488,1.1
1826,10.02096,22.7904,10602,1.1
1826,10.31504,23.8,6528.6,1.1
1826,9.76192,9.40448,6722.6,1.1
1827,14.26272,12.1392,7169.5,1.1
1827,13.0288,15.68592,8397.3,1.1
1827,5.74896,17.9472,5891.5,1.1
1827,17.216,13.40496,8765.3,1.1
1828,17.4656,17.8704,7636.5,1.1
1828,14.97264,22.704,6156.9,1.1
1828,13.34096,6.91104,7713.3,1.1
1829,18.4448,7.4816,6771.2,1.1
1829,19.6736,7.72608,6311.7,1.1
1829,4.85776,14.77952,8318.3,1.1
1829,7.24464,14.85136,7610,1.1
1829,14.37552,18.8752,10372,1.1
1829,7.23152,21.4432,6168.8,1.1
1829,13.49968,24.7792,7731,1.1
1829,14.7056,1.346768,5172.4,1.1
1830,12.9136,8.5392,7178.3,1.1
1830,11.52432,8.73472,6315,1.1
1830,14.89648,26.2032,7467.5,1.1
1830,17.5424,17.792,6504.9,1.1
1831,13.064,20.5264,7854.6,1.1
1831,14.22384,11.9712,7586.5,1.1
1832,4.91072,14.6632,8487.4,1.1
1832,12.92848,14.948,6352.3,1.1
1832,1.02216,16.7776,4471,1.1
1832,17.5552,17.8384,10789,1.1
1832,13.27488,26.712,8180.3,1.1
1832,8.41376,6.20448,8438.2,1.1
1833,12.66448,7.04512,6289,1.1
1833,4.9392,14.76544,8485,1.1
1833,19.7216,15.8264,7754.4,1.1
1833,13.3192,6.92672,6916.9,1.1
1833,8.30272,6.09504,9106.3,1.1
1834,18.4256,9.14864,9114.6,1.1
1834,17.184,13.41008,7917.9,1.1
1834,15.6056,18.5968,6898.2,1.1
1834,7.87984,18.2528,6584.6,1.1
1835,17.7264,24.8928,11056,1.1
1835,13.30592,26.6784,7429.8,1.1
1835,18.1168,10.4872,9135.6,1.1
1836,4.92928,14.7656,7440.1,1.1
1836,11.99408,15.30352,9522.3,1.1
1836,5.05472,14.70784,6130.2,1.1
1837,13.77024,14.79824,7170.3,1.1
1837,12.09184,15.3176,8387.4,1.1
1837,7.74048,18.2832,8163.8,1.1
1837,13.05168,20.584,9909.4,1.1
1837,13.3024,23.824,8254.5,1.1
1837,17.4256,1.80176,4797.3,1.1
1838,16.4288,4.3736,5774,1.1
1838,4.54208,6.89008,5484.2,1.1
1838,7.30896,14.95536,8186.1,1.1
1838,17.4592,17.8496,11085,1.1
1838,7.0768,18.704,5952,1.1
1838,9.5368,5.4168,6920.2,1.1
1839,12.63024,7.08464,6399.3,1.1
1839,15.29216,12.04944,10149,1.1
1839,17.5328,17.8672,8937.8,1.1
1839,17.9408,10.48448,7953.6,1.1
1840,14.27296,12.10272,6493.1,1.1
1840,12.15408,14.2976,16725,1.1
1840,6.22304,15.14608,5628.2,1.1
1840,12.17696,15.324,7511.3,1.1
1840,18.2208,15.73728,5132.4,1.1
1840,13.06496,20.6464,7001.4,1.1
1840,18.3968,8.60208,6909.3,1.1
1841,9.72672,9.50992,8906.1,1.1
1841,17.9088,18.0544,5041.3,1.1
1841,15.50672,18.5264,7290.9,1.1
1841,19.6976,18.6704,5367.8,1.1
1841,10.1464,2.0208,5788,1.1
1842,12.47088,11.0176,5939.2,1.1
1842,15.29232,23.6608,6885.6,1.1
1842,14.4728,26.824,7074,1.1
1842,9.53152,5.37408,8505.5,1.1
1843,14.29024,12.0632,7310,1.1
1843,18.1888,12.37616,7802.5,1.1
1843,14.12544,26.88,7649.6,1.1
1843,10.26144,2.0264,5257.9,1.1
1844,20.488,10.87024,6298.5,1.1
1844,7.80816,15.9264,8441,1.1
1844,15.07184,5.94128,6170.4,1.1
1845,21.5648,7.14976,5717.7,1.1
1845,14.23328,12.0248,7876,1.1
1845,7.42992,15.0616,6223.5,1.1
1845,5.0672,16.056,8052.7,1.1
1845,15.52784,18.544,8313.6,1.1
1845,14.24096,12.00544,9057.5,1.1
1846,17.1552,13.34432,8124.2,1.1
1846,6.36224,14.32304,7748.8,1.1
1846,9.0288,8.17936,7519.3,1.1
1847,12.97296,8.54672,7523,1.1
1847,4.8712,14.7984,7547.7,1.1
1847,7.236,1.67344,6047.1,1.1
1848,6.23472,10.73456,12313,1.1
1848,4.90384,14.83184,9160.8,1.1
1848,21.8944,22.4336,5935,1.1
1848,6.21456,10.62512,6781.7,1.1
1849,6.74528,12.36976,7033.7,1.1
1849,17.9232,24.8336,8638.7,1.1
1849,10.2384,26.8624,4992.2,1.1
1849,1.084544,13.86928,4630.3,1.1
1850,4.9608,14.78112,12500,1.1
1850,17.608,17.8464,7862.6,1.1
1850,11.50976,25.7952,7499.6,1.1
1850,21.5808,6.98368,5355.3,1.1
1851,6.128,14.49504,8963.4,1.1
1851,19.8656,14.74144,6690.2,1.1
1851,23.688,8.33456,5209.8,1.1
1852,12.50432,11.0088,6525.8,1.1
1852,4.95312,14.87392,10343,1.1
1852,13.56192,14.82384,8890.7,1.1
1852,13.22016,26.8704,8421.7,1.1
1852,20.8,4.408,4811.2,1.1
1853,6.17648,5.58704,4721.9,1.1
1853,19.16,7.13168,7188.5,1.1
1853,4.9648,14.83568,10218,1.1
1853,13.55936,14.83616,9188.6,1.1
1853,14.3072,18.7696,6459.3,1.1
1853,10.6872,23.2576,6300.2,1.1
1853,13.74656,24.9296,7355,1.1
1853,13.3376,26.8464,6041.5,1.1
1853,14.41344,6.2392,6942.7,1.1
1854,6.1816,10.74752,7226.2,1.1
1854,15.48688,18.704,7340.1,1.1
1854,13.45088,23.696,7422.1,1.1
1854,4.91776,14.72896,7363.3,1.1
1855,7.81984,16.0528,8095.6,1.1
1855,9.27408,19.7024,6360.1,1.1
1855,6.38768,20.768,6519.8,1.1
1855,17.0336,24.4352,8921.6,1.1
1855,12.09392,4.56368,6688.6,1.1
1856,17.9888,10.35536,8950.3,1.1
1856,4.85776,14.728,7598.8,1.1
1856,7.20368,14.89056,5001.2,1.1
1856,5.12,16.016,5675.6,1.1
1856,2.2216,17.9968,4927.1,1.1
1856,15.57104,4.5992,5991.9,1.1
1857,17.2144,13.50176,8577.7,1.1
1857,17.8576,24.936,10174,1.1
1857,16.1056,28.4352,4597.1,1.1
1857,17.984,10.45168,7011.1,1.1
1858,5.59904,17.5424,6587.1,1.1
1858,15.53296,18.608,8716.8,1.1
1858,9.26704,8.28976,6714,1.1
1859,6.88896,10.23888,5187.6,1.1
1859,16.5152,18.7104,5755.4,1.1
1859,11.5096,25.5584,8082.2,1.1
1859,18.6112,0.92,4870.2,1.1
1860,9.29808,5.28672,6506.9,1.1
1860,13.25968,6.82144,7842.1,1.1
1860,17.584,17.9408,11623,1.1
1860,5.0208,14.7488,6503.2,1.1
1861,2.5776,26.2144,4382.6,1.1
1861,9.85056,8.41168,7899.2,1.1
1862,18.2576,12.41744,7480.7,1.1
1862,19.2784,12.70064,6818.3,1.1
1862,21.1104,18.9056,6100.1,1.1
1862,13.43408,26.9456,8998.7,1.1
1862,16.04,4.64144,5914.5,1.1
1863,7.81184,18.272,6481.1,1.1
1863,12.98992,20.6,7192.2,1.1
1863,9.77952,8.22448,7371.5,1.1
1864,17.8608,10.38256,6206,1.1
1864,15.72656,15.1432,6649.7,1.1
1864,5.04336,16.088,11415,1.1
1864,13.04624,20.6,6787.7,1.1
1864,8.64272,12.71872,7229.8,1.1
1865,17.8832,24.92,10307,1.1
1865,21.7664,28.592,5457.3,1.1
1865,9.77872,8.3104,6875.5,1.1
1866,19.7024,14.9152,5814.7,1.1
1866,13.32512,26.7104,6208.5,1.1
1866,2.44656,2.8312,5319.2,1.1
1867,10.2224,6.07408,5821.2,1.1
1867,15.25712,7.37776,4080.6,1.1
